SubID,mean_sts_score,social_connectedness,satisfaction_life,psychological_richness,condition
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
16853,0.5751547912142857,76.66666666666667,36.0,38.0,exploit
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
18608,0.5617862706481481,76.16666666666667,36.2,37.8,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
24405,0.5585296578991596,74.16666666666667,35.4,36.6,explore
